p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,name,description
5.79643538118773e-68,0.818424069526822,0.896,0.574,1.15928707623755e-64,3,AAEL013774,,unspecified product
7.21318715088318e-10,0.589318337527087,0.781,0.598,1.44263743017664e-06,7,AAEL013774,,unspecified product
0.0007356450610187,1.2680198558399,0.756,0.603,1.0,11,AAEL013774,,unspecified product
1.29208643682493e-14,0.40755779241944,0.28,0.267,2.58417287364986e-11,2,AAEL017320,,unspecified product
8.152411706998541e-10,0.32031125724827,0.634,0.535,1.63048234139971e-06,2,AAEL025367,,unspecified product
2.43388406793402e-34,0.354763335714367,0.788,0.531,4.867768135868041e-31,3,AAEL025367,,unspecified product
6.622716520799659e-11,1.25186233413716,0.76,0.548,1.32454330415993e-07,7,AAEL025367,,unspecified product
5.54716624198732e-12,2.1102453089802,0.902,0.553,1.10943324839746e-08,11,AAEL025367,,unspecified product
1.26217920541383e-08,0.250854084571453,0.5,0.352,2.52435841082767e-05,2,AAEL029061,,unspecified product
7.2021121625927e-18,2.66503005547422,0.854,0.38,1.44042243251854e-14,11,AAEL029061,,unspecified product
9.85038854689341e-06,0.308199414319666,0.493,0.358,0.0197007770937868,2,AAEL019718,,unspecified product
1.55969150744909e-27,0.372283376088702,0.512,0.373,3.11938301489817e-24,3,AAEL019718,,unspecified product
1.62964142281225e-87,0.899019413177408,0.993,0.882,3.25928284562449e-84,3,AAEL013885,,unspecified product
1.4320926847951101e-38,1.92729290781967,0.987,0.89,2.8641853695902304e-35,7,AAEL013885,,unspecified product
2.5443564658392802e-68,0.465983907726145,0.72,0.454,5.0887129316785605e-65,3,AAEL011551,,unspecified product
1.6705509804668999e-34,1.22753302201322,0.855,0.467,3.34110196093379e-31,8,AAEL011551,,unspecified product
9.61184637047304e-05,1.16027466721876,0.488,0.478,0.192236927409461,10,AAEL011551,,unspecified product
1.45091437881188e-06,0.976345361516547,0.707,0.477,0.0029018287576237,11,AAEL011551,,unspecified product
2.47795546223971e-65,0.806310130107235,0.861,0.545,4.9559109244794295e-62,3,AAEL009244,,serine-type enodpeptidase%2C
8.97494544911524e-46,2.35244245954301,0.931,0.562,1.7949890898230497e-42,7,AAEL009244,,serine-type enodpeptidase%2C
9.59252343165039e-56,0.31659884640655,0.56,0.267,1.9185046863300802e-52,3,AAEL006704,,fibrinogen and fibronectin
2.74789764006032e-44,2.5285222329147,0.751,0.279,5.49579528012063e-41,7,AAEL006704,,fibrinogen and fibronectin
1.4921459365887398e-18,4.4800380925559,0.829,0.291,2.98429187317749e-15,11,AAEL006704,,fibrinogen and fibronectin
2.46205873033665e-55,0.473386891596827,0.694,0.446,4.92411746067331e-52,3,AAEL003056,,brain chitinase and chia
6.48860699681154e-11,1.84046635770721,0.78,0.467,1.29772139936231e-07,11,AAEL003056,,brain chitinase and chia
7.60649316652475e-48,0.330583071465366,0.585,0.373,1.52129863330495e-44,3,AAEL012409,,pantothenate kinase
1.07619081359612e-26,2.01935513976977,0.718,0.383,2.15238162719224e-23,8,AAEL012409,,pantothenate kinase
3.98762693838818e-43,0.296878128159955,0.563,0.364,7.975253876776349e-40,3,AAEL000647,,unspecified product
1.9009285047415e-90,2.52707786389324,0.876,0.367,3.80185700948301e-87,7,AAEL000647,,unspecified product
0.0006231251182183,1.71992968605887,0.408,0.382,1.0,10,AAEL000647,,unspecified product
2.0981274104782497e-42,0.479861721448727,0.488,0.254,4.19625482095649e-39,3,AAEL011007,,fibrinogen and fibronectin
1.1958767601681601e-15,1.13947229286235,0.584,0.266,2.39175352033633e-12,7,AAEL011007,,fibrinogen and fibronectin
1.78899494531881e-08,1.1472048340512,0.61,0.274,3.57798989063762e-05,11,AAEL011007,,fibrinogen and fibronectin
2.38520785242377e-16,2.26163069824033,0.931,0.273,4.77041570484753e-13,12,AAEL011007,,fibrinogen and fibronectin
2.02994923380041e-41,0.328284042705354,0.646,0.318,4.05989846760082e-38,3,AAEL002811,,unspecified product
1.46405494950787e-39,2.65913958289288,0.764,0.335,2.92810989901574e-36,7,AAEL002811,,unspecified product
2.09357072367614e-05,1.16138137613689,0.585,0.347,0.0418714144735227,11,AAEL002811,,unspecified product
3.30743102870446e-40,0.272965020449172,0.566,0.382,6.6148620574089205e-37,3,AAEL008080,,trypsin-eta%2C putative
5.469450878132799e-12,2.13915997575535,0.732,0.397,1.09389017562656e-08,11,AAEL008080,,trypsin-eta%2C putative
0.0052559842429878,0.624386140472356,0.517,0.399,1.0,12,AAEL008080,,trypsin-eta%2C putative
1.92716905464371e-37,0.266893957228462,0.388,0.229,3.85433810928742e-34,3,AAEL011088,Dat,dopamine N-acetyltransferase
0.0034266857042345,0.770274983377554,0.391,0.24,1.0,8,AAEL011088,Dat,dopamine N-acetyltransferase
3.8123711877784e-05,0.605818418392333,0.415,0.243,0.076247423755568,11,AAEL011088,Dat,dopamine N-acetyltransferase
0.0002261135904081,0.340606636825974,0.448,0.243,0.452227180816303,12,AAEL011088,Dat,dopamine N-acetyltransferase
4.77013076887154e-36,0.292911750090056,0.543,0.352,9.540261537743079e-33,3,AAEL024520,,unspecified product
1.30122887666269e-06,0.731330484368355,0.623,0.362,0.0026024577533253,8,AAEL024520,,unspecified product
1.67810150098609e-32,0.414321349955979,0.435,0.226,3.3562030019721797e-29,3,AAEL006691,,fibrinogen and fibronectin
2.05680176631337e-43,1.33014785086097,0.7,0.23,4.11360353262673e-40,7,AAEL006691,,fibrinogen and fibronectin
3.85668133071024e-31,0.475549901824741,0.498,0.267,7.71336266142048e-28,3,AAEL006702,,fibrinogen and fibronectin
7.07298233865716e-19,0.905007241921572,0.627,0.278,1.41459646773143e-15,7,AAEL006702,,fibrinogen and fibronectin
0.0008285503784635,0.509044094672036,0.439,0.288,1.0,11,AAEL006702,,fibrinogen and fibronectin
9.78385881770158e-30,0.265272264988933,0.453,0.312,1.95677176354032e-26,3,AAEL027580,,unspecified product
0.0045135872258868,1.31419076896486,0.541,0.319,1.0,8,AAEL027580,,unspecified product
0.0001005291052303,0.535589238158957,0.488,0.324,0.201058210460616,11,AAEL027580,,unspecified product
8.386466512450669e-29,0.295250666124333,0.505,0.382,1.67729330249013e-25,3,AAEL008274,,VWFC domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4FIZ8]
1.7243705711103599e-13,0.67713087748267,0.705,0.384,3.4487411422207303e-10,8,AAEL008274,,VWFC domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4FIZ8]
4.59602233181484e-08,1.50263372249622,0.634,0.392,9.19204466362967e-05,11,AAEL008274,,VWFC domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4FIZ8]
2.75572110404793e-27,0.325973824175252,0.363,0.252,5.51144220809586e-24,3,AAEL001839,,zinc carboxypeptidase
0.0063412501671461,0.632491589315519,0.341,0.262,1.0,11,AAEL001839,,zinc carboxypeptidase
1.77170139918509e-26,0.305170100805879,0.582,0.458,3.54340279837017e-23,3,AAEL000328,,unspecified product
5.54371312347778e-05,1.20273762226088,0.614,0.465,0.110874262469556,8,AAEL000328,,unspecified product
3.28443765743949e-26,0.396583547799546,0.522,0.408,6.56887531487899e-23,3,AAEL000044,,ornithine decarboxylase
3.17160578421065e-51,1.20489783079441,0.803,0.407,6.3432115684213e-48,7,AAEL000044,,ornithine decarboxylase
3.22032822791485e-07,1.37621787557865,0.634,0.418,0.0006440656455829,11,AAEL000044,,ornithine decarboxylase
1.0094844211199e-25,0.335058710024431,0.657,0.546,2.0189688422398002e-22,3,AAEL013980,,glutaredoxin%2C putative
0.0013673615132462,0.885828450914067,0.634,0.556,1.0,11,AAEL013980,,glutaredoxin%2C putative
9.18468089130948e-09,0.772941774685641,0.862,0.555,1.8369361782619e-05,12,AAEL013980,,glutaredoxin%2C putative
3.6344951230833804e-24,0.301366447414431,0.56,0.448,7.26899024616677e-21,3,AAEL019719,,unspecified product
5.53510206317122e-07,0.465038786634353,0.537,0.456,0.0011070204126342,6,AAEL019719,,unspecified product
1.4562854150242e-17,0.25311738050577,0.492,0.397,2.9125708300484e-14,3,AAEL027700,,unspecified product
1.30193906347447e-23,2.30832764361586,0.64,0.402,2.6038781269489302e-20,10,AAEL027700,,unspecified product
5.4806434164203597e-11,2.19609616708861,0.732,0.404,1.09612868328407e-07,11,AAEL027700,,unspecified product
5.769491202568561e-17,0.337315468499467,0.493,0.347,1.15389824051371e-13,3,AAEL018288,,unspecified product
0.0031068634160662,0.523031367327013,0.425,0.358,1.0,6,AAEL018288,,unspecified product
3.91730663642068e-51,2.19885390148385,0.832,0.347,7.83461327284135e-48,8,AAEL018288,,unspecified product
3.01382716978697e-15,0.321645195822994,0.479,0.426,6.027654339573929e-12,3,AAEL007090,,4-nitrophenylphosphatase [Source:UniProtKB/TrEMBL%3BAcc:Q0IF21]
9.60602632679407e-14,0.439404391950417,0.414,0.3,1.92120526535881e-10,3,AAEL000915,,unspecified product
7.29349041446444e-25,0.891528644894847,0.644,0.3,1.45869808289289e-21,7,AAEL000915,,unspecified product
3.52693653050141e-13,0.302828908668873,0.425,0.372,7.05387306100283e-10,3,AAEL029115,,unspecified product
8.23478859871161e-13,0.285987965750742,0.431,0.328,1.64695771974232e-09,3,AAEL008097,,trypsin-eta%2C putative
1.24015030958983e-42,0.417800671344419,0.717,0.325,2.48030061917967e-39,7,AAEL008097,,trypsin-eta%2C putative
4.22326408369151e-07,0.256341290727661,0.386,0.336,0.0008446528167383,8,AAEL008097,,trypsin-eta%2C putative
4.9518970854244494e-12,2.10485489955963,0.707,0.335,9.9037941708489e-09,11,AAEL008097,,trypsin-eta%2C putative
3.61179820143596e-12,0.308098299990385,0.491,0.407,7.223596402871911e-09,3,AAEL001577,,unspecified product
4.85810990597379e-71,1.95550294071884,0.815,0.402,9.71621981194759e-68,7,AAEL001577,,unspecified product
7.50246937455338e-09,0.2731442196962,0.645,0.408,1.50049387491068e-05,8,AAEL001577,,unspecified product
0.0014167536151242,1.51932352607734,0.424,0.415,1.0,10,AAEL001577,,unspecified product
